LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,GarageCars,GarageArea,Neighborhood,HouseStyle,RoofStyle,Exterior,Heating,SaleCondition,SalePrice
6777.0,2,5,2019,323.0,768,0,841.0,Somerst,SLvl,Hip,HdBoard,Grav,Abnorml,99236
17994.0,9,2,1994,1925.0,2543,1,445.0,Somerst,SLvl,Gable,HdBoard,Grav,Normal,307751
4735.0,4,3,1996,110.0,2287,0,402.0,CollgCr,1Story,Gable,Wd Sdng,Grav,Partial,210057
15611.0,2,8,2017,1823.0,1217,0,17.0,Somerst,1.5Fin,Flat,VinylSd,GasA,Partial,108279
8368.0,3,9,1979,1138.0,1220,3,683.0,CollgCr,1.5Fin,Hip,HdBoard,GasA,Normal,151750
19205.0,4,7,2009,1720.0,3734,0,368.0,OldTown,2Story,Hip,VinylSd,GasW,Normal,263602
2162.0,6,1,1973,723.0,2687,0,,OldTown,2Story,Gable,VinylSd,GasW,Abnorml,241842
9777.0,5,6,1980,2535.0,643,1,,NAmes,2Story,Gable,Wd Sdng,GasA,Partial,139543
16849.0,3,7,1977,2412.0,2769,2,29.0,NAmes,SLvl,Flat,HdBoard,GasW,Partial,192748
5535.0,8,6,1994,1507.0,1280,2,,CollgCr,1.5Fin,Gable,MetalSd,GasW,Normal,251701
15403.0,8,2,1953,766.0,1391,0,171.0,NAmes,2Story,Gable,MetalSd,GasA,Normal,217977
,7,9,2010,831.0,3135,2,249.0,NAmes,SLvl,Flat,HdBoard,GasA,Normal,328280
9959.0,3,3,1988,2160.0,1129,2,490.0,Edwards,1.5Fin,Hip,VinylSd,GasA,Normal,156989
5933.0,1,6,1973,1293.0,2133,0,46.0,NAmes,1.5Fin,Gable,MetalSd,GasA,Abnorml,139062
5385.0,5,6,2020,2367.0,934,3,298.0,Somerst,2Story,Gable,MetalSd,Grav,Normal,180352
2922.0,1,8,1995,174.0,2068,0,522.0,OldTown,1Story,Hip,VinylSd,GasA,Partial,110515
12367.0,6,4,2002,1845.0,3638,2,469.0,NAmes,1.5Fin,Hip,Wd Sdng,GasA,Normal,328867
15737.0,7,6,1997,1226.0,3577,1,425.0,CollgCr,1.5Fin,Flat,Wd Sdng,GasA,Abnorml,355727
,5,1,1958,1958.0,3812,2,274.0,Edwards,1Story,Hip,MetalSd,GasA,Partial,310317
12789.0,4,9,1971,125.0,3626,3,386.0,Edwards,2Story,Gable,VinylSd,GasA,Normal,292615
4500.0,2,9,1951,994.0,2930,0,515.0,OldTown,1.5Fin,Hip,HdBoard,Grav,Abnorml,164486
8881.0,5,7,1965,1490.0,2981,2,482.0,OldTown,1Story,Flat,VinylSd,GasA,Partial,289201
5636.0,9,1,1954,2301.0,3642,2,878.0,CollgCr,1Story,Gable,MetalSd,Grav,Abnorml,386273
2223.0,4,3,1961,1851.0,2129,1,677.0,CollgCr,1Story,Flat,Wd Sdng,Grav,Normal,181340
8297.0,2,5,2001,2976.0,1973,3,712.0,CollgCr,2Story,Flat,HdBoard,Grav,Partial,167712
16895.0,6,4,1975,2814.0,979,2,455.0,Edwards,1Story,Flat,HdBoard,GasW,Partial,212331
2350.0,8,5,1964,2339.0,1666,2,161.0,Edwards,SLvl,Flat,MetalSd,Grav,Partial,276179
6732.0,2,7,2016,198.0,2569,0,306.0,CollgCr,2Story,Flat,Wd Sdng,GasA,Abnorml,155065
3017.0,9,9,2008,1222.0,1060,3,750.0,NAmes,1Story,Hip,MetalSd,GasA,Partial,289486
17229.0,7,1,1988,686.0,3993,1,414.0,NAmes,SLvl,Flat,VinylSd,GasW,Normal,375349
9170.0,2,5,2012,1476.0,3195,2,615.0,CollgCr,1.5Fin,Flat,Wd Sdng,GasA,Normal,242873
15303.0,5,3,1974,781.0,1915,3,338.0,CollgCr,1.5Fin,Flat,Wd Sdng,Grav,Abnorml,244885
8207.0,5,3,1990,940.0,3159,3,36.0,,1Story,Gable,VinylSd,Grav,Abnorml,336495
14316.0,7,2,1977,2265.0,3015,3,223.0,NAmes,1.5Fin,Flat,Wd Sdng,Grav,Partial,362236
4419.0,5,6,1970,2677.0,3864,3,939.0,OldTown,2Story,Gable,HdBoard,Grav,Normal,339451
8240.0,6,6,2010,817.0,3259,2,58.0,OldTown,1Story,Hip,HdBoard,GasW,Partial,333135
3893.0,9,3,2006,,3393,3,875.0,Somerst,1.5Fin,Flat,MetalSd,Grav,Abnorml,407674
15753.0,3,1,1960,2070.0,2503,0,219.0,,1Story,Flat,VinylSd,GasA,Normal,174475
7322.0,3,7,1968,636.0,620,0,360.0,NAmes,1.5Fin,Flat,HdBoard,GasA,Partial,123009
13232.0,8,2,1950,710.0,3286,1,785.0,Edwards,2Story,Hip,Wd Sdng,Grav,Normal,373044
19509.0,6,8,1981,2746.0,1961,1,24.0,NAmes,1Story,Gable,Wd Sdng,GasW,Normal,257006
5117.0,3,3,1983,2376.0,1250,3,905.0,NAmes,SLvl,Flat,MetalSd,GasW,Abnorml,180106
6161.0,2,1,1966,2758.0,1288,1,452.0,OldTown,1.5Fin,Hip,Wd Sdng,Grav,Partial,138313
17523.0,2,9,2004,2520.0,1624,3,206.0,CollgCr,SLvl,Hip,VinylSd,Grav,Abnorml,159504
6042.0,2,5,1968,2525.0,1394,0,,Somerst,1Story,Flat,HdBoard,Grav,Normal,131611
6433.0,5,1,1991,1258.0,1506,0,83.0,OldTown,1.5Fin,Gable,MetalSd,GasA,Abnorml,149502
16016.0,5,6,2008,921.0,686,0,247.0,OldTown,1Story,Gable,MetalSd,GasA,Abnorml,127779
4658.0,1,3,1987,2603.0,1682,0,247.0,OldTown,2Story,Hip,HdBoard,GasW,Partial,53939
12910.0,2,4,1980,2635.0,1017,1,,Somerst,2Story,Hip,HdBoard,GasA,Partial,113853
4944.0,2,8,2015,1676.0,3229,1,948.0,Edwards,1.5Fin,Gable,VinylSd,GasW,Partial,237043
9210.0,4,5,2018,,1703,3,521.0,OldTown,2Story,Gable,Wd Sdng,GasW,Normal,243133
10787.0,7,6,1999,118.0,3783,1,176.0,Edwards,SLvl,Hip,Wd Sdng,GasW,Normal,339848
3986.0,3,4,1979,1063.0,2447,0,124.0,Edwards,2Story,Gable,HdBoard,GasA,Partial,186985
12942.0,5,6,1984,259.0,1500,0,165.0,NAmes,2Story,Flat,Wd Sdng,GasA,Normal,174711
,9,3,2008,2996.0,1139,3,347.0,CollgCr,1Story,Gable,HdBoard,GasW,Normal,318120
14161.0,5,1,1966,755.0,2331,0,125.0,,1Story,Gable,Wd Sdng,GasW,Partial,223186
5007.0,9,6,2015,5.0,1229,0,368.0,CollgCr,1.5Fin,Gable,HdBoard,Grav,Normal,278539
2969.0,1,1,1970,2358.0,1152,3,881.0,Edwards,2Story,Flat,Wd Sdng,GasW,Abnorml,147499
10772.0,9,3,2001,65.0,932,3,813.0,Edwards,SLvl,Flat,VinylSd,GasW,Partial,286658
4824.0,5,8,2014,2778.0,3191,2,246.0,Somerst,SLvl,Flat,MetalSd,Grav,Abnorml,278416
3211.0,8,7,1963,1169.0,3310,1,69.0,CollgCr,2Story,Hip,Wd Sdng,GasW,Abnorml,318826
,5,8,1965,28.0,3437,1,522.0,NAmes,1.5Fin,Flat,HdBoard,GasA,Abnorml,288632
17774.0,6,2,2004,1666.0,600,3,82.0,CollgCr,1.5Fin,Gable,VinylSd,GasA,Abnorml,196948
16345.0,8,7,1958,659.0,2867,2,399.0,,SLvl,Gable,VinylSd,GasW,Abnorml,310075
5185.0,2,4,1957,899.0,1621,1,671.0,CollgCr,SLvl,Hip,MetalSd,Grav,Partial,157700
17011.0,3,1,1983,903.0,1347,0,385.0,Edwards,1Story,Hip,VinylSd,Grav,Normal,131026
18885.0,9,3,1982,360.0,2826,3,998.0,Somerst,2Story,Gable,MetalSd,GasA,Normal,378048
2048.0,5,5,1956,1618.0,3245,3,57.0,OldTown,2Story,Gable,Wd Sdng,GasA,Partial,341225
17173.0,5,8,1970,1947.0,2378,1,473.0,Edwards,2Story,Flat,Wd Sdng,Grav,Normal,218373
18770.0,9,2,1954,2073.0,1666,0,852.0,CollgCr,SLvl,Hip,Wd Sdng,GasW,Normal,221644
2969.0,3,2,2020,2118.0,3916,0,933.0,Somerst,SLvl,Flat,HdBoard,GasW,Normal,244077
16553.0,4,8,1961,1112.0,2384,3,78.0,OldTown,SLvl,Flat,Wd Sdng,GasW,Normal,278799
7820.0,7,9,2008,176.0,2903,3,184.0,CollgCr,1Story,Flat,MetalSd,GasW,Abnorml,330318
16292.0,2,1,2007,2074.0,3442,0,76.0,OldTown,SLvl,Flat,Wd Sdng,Grav,Normal,208307
5052.0,8,2,1986,1312.0,2114,3,70.0,NAmes,1Story,Flat,VinylSd,Grav,Normal,300365
13609.0,5,4,1994,2887.0,3416,2,115.0,NAmes,1Story,Gable,MetalSd,Grav,Normal,300671
4302.0,1,3,1974,2864.0,3926,1,954.0,Somerst,SLvl,Flat,Wd Sdng,GasW,Abnorml,219889
,3,1,1976,574.0,929,0,184.0,NAmes,2Story,Hip,HdBoard,GasW,Normal,96611
17385.0,9,4,2000,530.0,1562,1,,Edwards,1.5Fin,Hip,MetalSd,GasA,Partial,294025
11799.0,5,2,1991,492.0,3874,2,14.0,CollgCr,1Story,Flat,MetalSd,Grav,Normal,375518
17620.0,8,5,2020,2325.0,2972,3,851.0,OldTown,2Story,Hip,MetalSd,Grav,Partial,336749
2122.0,1,1,1991,1261.0,1871,1,441.0,OldTown,SLvl,Hip,HdBoard,GasW,Abnorml,117827
11472.0,7,8,2009,1160.0,928,1,514.0,NAmes,1Story,Gable,Wd Sdng,GasW,Abnorml,190243
5727.0,7,2,2021,1186.0,1809,3,57.0,OldTown,1.5Fin,Gable,VinylSd,GasW,Normal,307271
15732.0,8,3,2007,2886.0,954,1,282.0,,SLvl,Flat,VinylSd,GasW,Normal,237867
6958.0,3,3,2021,846.0,1847,1,398.0,CollgCr,2Story,Gable,HdBoard,Grav,Normal,162207
2524.0,1,4,1971,2947.0,1018,2,699.0,Somerst,1Story,Flat,VinylSd,GasW,Normal,90850
,9,7,2007,292.0,3924,1,,OldTown,SLvl,Hip,MetalSd,GasA,Abnorml,422450
10399.0,1,9,1960,1051.0,2338,3,411.0,NAmes,SLvl,Hip,MetalSd,GasW,Normal,182723
18532.0,6,3,1955,255.0,1826,3,686.0,NAmes,SLvl,Gable,VinylSd,GasA,Normal,255517
18821.0,9,1,1971,904.0,709,3,576.0,Somerst,2Story,Hip,MetalSd,GasA,Normal,217238
12394.0,2,1,1961,1775.0,1090,0,436.0,OldTown,SLvl,Flat,HdBoard,GasW,Normal,110416
5749.0,4,6,1976,1778.0,1393,2,,OldTown,1.5Fin,Flat,MetalSd,GasW,Normal,179506
13353.0,2,5,1950,664.0,1366,1,10.0,OldTown,1.5Fin,Gable,HdBoard,GasA,Abnorml,125435
16009.0,4,7,2013,264.0,2991,1,792.0,Somerst,1.5Fin,Hip,Wd Sdng,GasW,Abnorml,246610
13437.0,2,7,1988,1980.0,3704,3,190.0,NAmes,1.5Fin,Hip,MetalSd,GasA,Normal,289002
7336.0,1,3,2009,1587.0,675,3,,OldTown,2Story,Flat,Wd Sdng,GasA,Normal,54098
6551.0,3,7,2019,400.0,3658,3,850.0,OldTown,1Story,Flat,VinylSd,GasW,Partial,263971
4823.0,8,9,2003,2507.0,1260,3,565.0,Edwards,SLvl,Gable,VinylSd,GasA,Partial,307176
14916.0,5,8,1974,776.0,716,0,59.0,CollgCr,1.5Fin,Gable,MetalSd,GasA,Normal,111268
17167.0,4,3,1969,,1929,2,155.0,Somerst,2Story,Gable,HdBoard,GasA,Normal,191189
10677.0,5,5,1985,1147.0,3410,2,137.0,CollgCr,SLvl,Gable,HdBoard,Grav,Partial,325518
16868.0,6,8,1972,1454.0,1930,0,468.0,Somerst,SLvl,Flat,HdBoard,GasW,Partial,217504
10391.0,6,2,1950,2450.0,1103,1,675.0,CollgCr,SLvl,Gable,HdBoard,GasW,Normal,191337
14658.0,5,7,1976,2348.0,1952,1,591.0,Edwards,1.5Fin,Flat,HdBoard,Grav,Abnorml,244410
11663.0,6,7,2001,2261.0,2242,2,928.0,CollgCr,1.5Fin,Hip,HdBoard,GasA,Abnorml,250603
4311.0,9,8,1951,873.0,3803,2,314.0,OldTown,SLvl,Gable,HdBoard,Grav,Abnorml,389420
9225.0,5,1,1970,1568.0,1319,1,684.0,CollgCr,SLvl,Flat,VinylSd,GasA,Partial,196160
13565.0,6,8,1958,373.0,2234,0,178.0,CollgCr,2Story,Hip,Wd Sdng,GasW,Partial,234893
12270.0,4,1,1997,1194.0,1561,0,45.0,NAmes,2Story,Gable,Wd Sdng,GasW,Normal,178615
15560.0,3,3,1988,2391.0,2971,1,396.0,Somerst,SLvl,Gable,VinylSd,GasW,Normal,210657
18988.0,6,9,1991,861.0,3970,0,767.0,CollgCr,2Story,Flat,VinylSd,GasA,Normal,322483
17965.0,5,4,2020,300.0,3428,3,348.0,OldTown,1.5Fin,Flat,VinylSd,Grav,Normal,314938
,4,9,1994,1519.0,3512,2,131.0,OldTown,1.5Fin,Flat,MetalSd,Grav,Abnorml,277775
14067.0,5,1,1951,2796.0,3455,1,681.0,,SLvl,Gable,HdBoard,Grav,Partial,262106
10740.0,7,8,2016,2484.0,3126,3,410.0,Edwards,1Story,Hip,Wd Sdng,GasA,Partial,332885
15653.0,1,3,1992,2149.0,684,3,135.0,Somerst,1.5Fin,Gable,VinylSd,GasW,Partial,88423
19222.0,1,7,1967,2057.0,3948,0,616.0,OldTown,1Story,Gable,HdBoard,GasW,Partial,242459
5815.0,1,2,1988,2417.0,2822,0,813.0,Edwards,1.5Fin,Flat,HdBoard,GasW,Abnorml,172444
19231.0,2,7,1955,125.0,1101,2,903.0,Edwards,1Story,Hip,HdBoard,GasW,Normal,133937
6709.0,9,7,1991,2832.0,1809,2,984.0,NAmes,1Story,Gable,HdBoard,Grav,Partial,296809
6507.0,5,9,2001,382.0,1871,1,25.0,CollgCr,1Story,Flat,MetalSd,GasW,Partial,190712
8575.0,9,2,1976,2374.0,3266,2,512.0,NAmes,2Story,Gable,Wd Sdng,GasW,Partial,377753
,5,8,1964,449.0,1029,3,490.0,CollgCr,2Story,Flat,HdBoard,GasW,Normal,224813
14446.0,7,5,1968,522.0,1512,2,879.0,NAmes,1Story,Gable,VinylSd,GasW,Partial,228430
,6,9,2011,1854.0,3303,3,992.0,Edwards,SLvl,Flat,VinylSd,GasA,Normal,339225
17864.0,2,8,2013,1009.0,2354,3,765.0,,2Story,Gable,MetalSd,GasA,Abnorml,193634
5320.0,3,3,2000,941.0,506,1,722.0,,1.5Fin,Flat,MetalSd,Grav,Partial,100189
12750.0,5,3,1996,272.0,687,0,956.0,Edwards,2Story,Gable,Wd Sdng,GasW,Normal,131236
6698.0,4,8,2006,2012.0,2123,2,467.0,Somerst,2Story,Hip,HdBoard,GasA,Normal,225145
19948.0,6,9,1969,501.0,1639,1,,Edwards,1.5Fin,Hip,MetalSd,Grav,Partial,213827
8058.0,8,2,1969,1250.0,3046,2,601.0,OldTown,1.5Fin,Flat,MetalSd,GasA,Partial,332237
2726.0,8,3,2013,2913.0,562,3,38.0,NAmes,1Story,Hip,VinylSd,Grav,Normal,201562
8697.0,3,8,1987,2388.0,940,2,904.0,CollgCr,2Story,Hip,MetalSd,Grav,Partial,141402
13910.0,4,2,1987,2319.0,1867,0,26.0,NAmes,SLvl,Gable,VinylSd,GasW,Abnorml,185562
11257.0,1,8,2014,1814.0,1086,2,197.0,NAmes,1.5Fin,Hip,Wd Sdng,Grav,Normal,105550
14963.0,2,5,1954,2442.0,878,2,915.0,CollgCr,1.5Fin,Hip,Wd Sdng,GasW,Normal,112442
18666.0,9,6,2013,2957.0,2842,3,997.0,NAmes,2Story,Hip,VinylSd,GasW,Partial,396833
3081.0,2,4,1976,2242.0,2206,2,960.0,OldTown,SLvl,Hip,VinylSd,GasW,Normal,212718
12776.0,6,3,1969,1606.0,1755,0,741.0,Somerst,2Story,Flat,Wd Sdng,Grav,Partial,229180
16196.0,7,8,2009,1196.0,2987,2,527.0,CollgCr,1Story,Hip,HdBoard,Grav,Partial,326044
11344.0,6,9,1989,1056.0,2941,3,963.0,NAmes,SLvl,Flat,VinylSd,Grav,Partial,313991
17958.0,8,8,1955,2258.0,1236,1,322.0,CollgCr,2Story,Hip,MetalSd,GasW,Normal,215729
13689.0,9,9,1985,812.0,3847,3,21.0,NAmes,1.5Fin,Gable,Wd Sdng,Grav,Partial,379232
19331.0,8,1,2014,2741.0,1373,3,72.0,OldTown,2Story,Hip,MetalSd,GasA,Partial,301066
6760.0,5,5,1960,2800.0,1203,3,695.0,Edwards,1Story,Gable,Wd Sdng,GasW,Partial,207431
15436.0,8,7,1998,1906.0,3738,1,887.0,Somerst,SLvl,Hip,VinylSd,GasA,Partial,429734
2066.0,9,8,1977,2939.0,598,0,440.0,Somerst,SLvl,Hip,VinylSd,Grav,Partial,198223
2564.0,8,2,1971,1878.0,3430,3,949.0,CollgCr,2Story,Gable,VinylSd,GasA,Normal,385039
15393.0,2,4,1996,,2959,3,391.0,,2Story,Flat,VinylSd,GasA,Partial,253389
5670.0,2,7,2015,517.0,3799,0,646.0,NAmes,SLvl,Gable,VinylSd,GasA,Abnorml,216893
4251.0,3,5,1974,934.0,913,0,331.0,OldTown,2Story,Flat,Wd Sdng,GasW,Abnorml,100257
14949.0,7,1,2016,,813,2,0.0,OldTown,1.5Fin,Gable,MetalSd,Grav,Abnorml,206762
2804.0,9,2,1981,2143.0,2873,0,437.0,CollgCr,1.5Fin,Hip,HdBoard,GasW,Normal,315512
11583.0,8,5,1966,423.0,3633,1,907.0,,SLvl,Flat,Wd Sdng,Grav,Normal,364627
19619.0,9,6,1989,857.0,2676,3,207.0,Somerst,1.5Fin,Flat,VinylSd,GasW,Normal,359896
14224.0,6,1,1979,81.0,2285,3,13.0,NAmes,SLvl,Hip,VinylSd,GasA,Normal,238518
8016.0,1,3,2008,2836.0,1932,1,221.0,Somerst,1.5Fin,Flat,HdBoard,GasA,Partial,133804
15036.0,4,6,1977,,922,2,243.0,NAmes,1Story,Gable,VinylSd,GasW,Abnorml,163577
14392.0,6,6,1996,1752.0,3198,3,658.0,Somerst,1.5Fin,Flat,MetalSd,GasA,Abnorml,324086
9938.0,6,7,1972,915.0,729,3,274.0,Somerst,1.5Fin,Gable,MetalSd,GasA,Partial,234387
6141.0,8,3,2006,1666.0,2094,2,588.0,OldTown,1Story,Gable,HdBoard,Grav,Normal,301659
11546.0,1,1,1950,1863.0,1176,2,107.0,,1.5Fin,Hip,VinylSd,Grav,Partial,109270
7335.0,2,7,1978,365.0,1215,2,329.0,Edwards,1.5Fin,Hip,VinylSd,GasW,Abnorml,148939
7077.0,2,3,1999,1848.0,2448,1,622.0,CollgCr,1.5Fin,Hip,MetalSd,Grav,Normal,222729
15247.0,6,5,2013,2413.0,3157,1,124.0,Edwards,2Story,Gable,MetalSd,GasW,Partial,289983
7611.0,7,4,1986,1116.0,837,0,92.0,CollgCr,1Story,Flat,VinylSd,GasW,Abnorml,202923
10089.0,2,1,2010,2118.0,745,2,411.0,OldTown,1.5Fin,Gable,VinylSd,Grav,Abnorml,144028
4892.0,5,7,1956,325.0,1057,1,972.0,CollgCr,SLvl,Flat,VinylSd,GasW,Normal,163234
,6,4,2013,1530.0,703,1,236.0,Edwards,SLvl,Gable,VinylSd,GasA,Abnorml,146699
19943.0,4,1,1967,1349.0,3452,0,759.0,Somerst,SLvl,Hip,VinylSd,GasA,Abnorml,261366
8683.0,1,6,1978,2891.0,1716,1,,CollgCr,1Story,Hip,MetalSd,GasA,Partial,147746
3507.0,3,4,2009,2261.0,3930,3,208.0,Edwards,SLvl,Gable,Wd Sdng,GasW,Abnorml,295793
18335.0,9,4,2003,1070.0,2077,1,,Edwards,1.5Fin,Flat,MetalSd,Grav,Partial,320762
4063.0,6,2,2021,1753.0,1173,2,,Somerst,2Story,Gable,MetalSd,GasW,Abnorml,191462
4000.0,2,1,1970,2136.0,1235,0,426.0,NAmes,1.5Fin,Hip,Wd Sdng,GasA,Normal,96809
17566.0,9,3,1970,1250.0,3825,2,9.0,Edwards,1.5Fin,Hip,MetalSd,GasA,Partial,399402
3294.0,4,5,2007,1420.0,2831,2,931.0,OldTown,SLvl,Hip,HdBoard,GasA,Abnorml,248766
17096.0,8,9,1998,2264.0,2765,0,767.0,Somerst,SLvl,Flat,MetalSd,Grav,Normal,281059
6065.0,7,7,1985,1775.0,2135,3,958.0,NAmes,2Story,Gable,Wd Sdng,GasA,Abnorml,285042
16090.0,3,4,1966,2348.0,1072,0,176.0,Somerst,2Story,Flat,VinylSd,GasW,Partial,74254
19987.0,8,8,2002,925.0,681,3,909.0,CollgCr,1Story,Gable,MetalSd,GasA,Normal,252909
19706.0,4,4,1964,2900.0,2094,3,765.0,Edwards,SLvl,Gable,MetalSd,Grav,Normal,230422
19482.0,2,6,1989,2941.0,1473,2,863.0,Edwards,1Story,Hip,Wd Sdng,GasW,Abnorml,166646
11318.0,5,1,2000,169.0,1440,2,289.0,Somerst,SLvl,Hip,MetalSd,GasA,Partial,200209
10488.0,1,6,2014,1388.0,1746,2,606.0,,1.5Fin,Flat,HdBoard,Grav,Partial,101333
13241.0,8,5,1962,1255.0,707,2,806.0,Somerst,SLvl,Hip,MetalSd,Grav,Partial,231730
12417.0,8,2,1987,619.0,2970,0,927.0,OldTown,1.5Fin,Gable,MetalSd,GasA,Partial,295255
17574.0,3,1,1975,1256.0,1693,1,79.0,Edwards,SLvl,Hip,VinylSd,Grav,Normal,181030
17302.0,1,6,1964,681.0,638,0,729.0,Edwards,2Story,Gable,VinylSd,GasA,Partial,47665
16650.0,4,2,1954,2690.0,2750,1,720.0,OldTown,SLvl,Flat,Wd Sdng,GasW,Abnorml,272804
15350.0,9,9,1951,2084.0,753,0,405.0,NAmes,1.5Fin,Hip,VinylSd,GasW,Partial,199766
4096.0,9,9,2014,2818.0,1689,2,99.0,Edwards,1Story,Hip,VinylSd,Grav,Normal,299375
13801.0,1,1,2009,1425.0,1068,1,418.0,,2Story,Gable,HdBoard,GasW,Abnorml,100372
18559.0,7,5,2005,1010.0,2158,0,22.0,NAmes,2Story,Hip,MetalSd,GasA,Normal,241293
9169.0,6,8,1987,,3967,0,792.0,NAmes,2Story,Flat,HdBoard,GasW,Partial,291690
15288.0,7,4,2006,425.0,925,3,708.0,Somerst,1.5Fin,Flat,MetalSd,GasW,Normal,227245
12694.0,7,3,2000,1928.0,1660,0,389.0,OldTown,SLvl,Hip,VinylSd,GasA,Partial,186621
14191.0,8,5,1990,2455.0,1929,2,246.0,NAmes,SLvl,Gable,MetalSd,GasA,Abnorml,272480
12737.0,8,5,2019,2822.0,1433,0,601.0,Edwards,1Story,Flat,MetalSd,Grav,Abnorml,228087
7147.0,2,8,2001,2912.0,1468,0,764.0,CollgCr,2Story,Hip,MetalSd,GasA,Partial,133416
19740.0,4,6,1950,216.0,1261,2,955.0,NAmes,1Story,Hip,HdBoard,GasA,Partial,178642
8199.0,4,2,1967,2217.0,1068,1,485.0,OldTown,2Story,Flat,VinylSd,GasW,Partial,140319
2546.0,8,1,1976,609.0,3126,1,517.0,Somerst,2Story,Gable,Wd Sdng,GasA,Normal,321987
7231.0,3,3,2021,357.0,730,2,18.0,Edwards,SLvl,Hip,VinylSd,GasA,Normal,115481
9965.0,3,2,1991,185.0,1494,1,490.0,CollgCr,1Story,Hip,HdBoard,GasW,Abnorml,168091
4040.0,2,4,1955,724.0,3815,3,786.0,NAmes,SLvl,Gable,HdBoard,Grav,Abnorml,246058
3752.0,1,3,1973,869.0,2833,0,,OldTown,2Story,Gable,HdBoard,GasA,Partial,144712
3849.0,8,9,1994,823.0,2156,0,878.0,CollgCr,1.5Fin,Hip,Wd Sdng,GasW,Abnorml,238011
4642.0,9,5,2020,1767.0,3469,1,606.0,CollgCr,1Story,Gable,Wd Sdng,Grav,Abnorml,380162
3600.0,9,4,1956,1977.0,2601,1,996.0,Edwards,1Story,Gable,Wd Sdng,Grav,Partial,355335
15951.0,8,9,1965,678.0,2323,1,598.0,Edwards,SLvl,Gable,VinylSd,Grav,Normal,302629
13797.0,5,4,2007,1184.0,1289,2,395.0,NAmes,2Story,Hip,VinylSd,Grav,Normal,207373
19002.0,1,6,2006,283.0,1915,3,12.0,NAmes,SLvl,Gable,VinylSd,GasW,Partial,150246
3132.0,9,1,1991,183.0,2400,3,341.0,CollgCr,1Story,Flat,HdBoard,Grav,Partial,354757
7491.0,6,2,1963,2189.0,3125,1,,OldTown,1.5Fin,Flat,Wd Sdng,GasW,Abnorml,276230
7795.0,7,4,2005,1619.0,1793,2,706.0,CollgCr,2Story,Gable,Wd Sdng,Grav,Abnorml,248149
12531.0,8,9,1961,230.0,2936,1,587.0,OldTown,1.5Fin,Flat,HdBoard,GasW,Abnorml,321047
12931.0,5,6,1964,2435.0,1536,2,740.0,Edwards,1.5Fin,Gable,VinylSd,Grav,Normal,207644
,6,6,1957,734.0,842,2,158.0,OldTown,1.5Fin,Gable,MetalSd,GasW,Normal,227946
19871.0,7,9,2007,,2112,0,332.0,OldTown,SLvl,Flat,MetalSd,GasA,Abnorml,262930
7009.0,7,4,2002,1341.0,838,1,22.0,Edwards,1Story,Hip,VinylSd,GasA,Partial,199215
4113.0,2,3,1958,1208.0,2571,0,716.0,Somerst,SLvl,Gable,Wd Sdng,GasW,Partial,202738
3044.0,1,7,1995,2624.0,3606,0,837.0,CollgCr,2Story,Gable,MetalSd,Grav,Partial,248366
15923.0,8,7,1956,1075.0,2497,3,892.0,NAmes,2Story,Flat,HdBoard,GasA,Normal,330249
4431.0,5,9,1993,,2445,2,239.0,OldTown,1.5Fin,Flat,Wd Sdng,GasA,Abnorml,259908
15926.0,2,6,1963,2124.0,1085,2,825.0,NAmes,1.5Fin,Gable,VinylSd,GasW,Partial,99478
,3,2,1955,1670.0,2009,2,194.0,NAmes,2Story,Flat,HdBoard,GasW,Normal,193754
16374.0,6,6,1984,1861.0,921,2,710.0,CollgCr,2Story,Hip,MetalSd,GasW,Partial,182487
3308.0,6,8,2019,2629.0,1813,0,137.0,Somerst,1.5Fin,Hip,VinylSd,GasW,Normal,172926
10793.0,8,6,2010,2655.0,1813,2,509.0,Somerst,2Story,Hip,Wd Sdng,GasW,Abnorml,300442
3620.0,5,9,1973,1039.0,1542,3,222.0,Somerst,1.5Fin,Gable,MetalSd,GasA,Partial,224227
6766.0,5,4,1951,,2151,3,835.0,Somerst,1.5Fin,Flat,HdBoard,GasW,Normal,235167
7192.0,7,3,2000,903.0,3863,0,427.0,Edwards,1.5Fin,Flat,VinylSd,Grav,Abnorml,296600
8622.0,5,5,1980,2964.0,2925,0,837.0,NAmes,1.5Fin,Gable,Wd Sdng,GasW,Normal,234073
8093.0,9,3,1976,888.0,1677,1,849.0,NAmes,1Story,Gable,HdBoard,Grav,Partial,265367
,6,2,1980,1290.0,2238,1,454.0,Edwards,2Story,Flat,HdBoard,GasA,Partial,244689
2237.0,7,2,2019,1329.0,2166,2,993.0,CollgCr,2Story,Gable,HdBoard,GasA,Partial,243437
13110.0,8,4,1992,1029.0,627,0,726.0,OldTown,2Story,Flat,HdBoard,GasW,Normal,199939
8073.0,5,3,2001,1133.0,932,0,7.0,Somerst,1.5Fin,Flat,VinylSd,GasA,Partial,159428
4542.0,4,9,1963,142.0,3324,3,881.0,Somerst,SLvl,Gable,MetalSd,GasA,Partial,265159
17282.0,8,7,2008,1930.0,3361,3,215.0,Edwards,SLvl,Gable,Wd Sdng,Grav,Partial,339155
12195.0,9,6,1969,1690.0,2485,3,283.0,Somerst,1Story,Gable,Wd Sdng,GasA,Partial,369539
